Headline,Label
The elimination of essentially every automobile would be offset by one volcano exploding.,0
"Since 2008, we have cut 5,000 positions from Virginia public schools.",1
The presidents proposed budget will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.,0
"The 90 percent statistic ofsupporting background checks, thats been debunked.",0
Bob Barr has changed his position on the Defense of Marriage Act over the years.,1
Youth unemployment is through the roof.,0
Says that Sherrod Brown is an Obama rubber stamp for supporting the job-killing cap and trade plan.,0
"If you are driving on average in America this summer, you'll save according to Department of Energy figures about $70.",0
"Says We do about 300 investigations a year into housing discrimination and in recent years have put about $150,000 of damages into the pockets of individuals who have been treated unfairly.",0
Says Jim Renacci opposed increasing combat bonuses for our troops.,0
46 percent of women between the age of 16 to 24 despise sexual contact in Japan.,1
The President wants the U.S. to sign on to the U.N.s International Criminal Court.,0
Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,1
The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.,1
The United States is not modernizing its nuclear weapons.,0
"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.",1
Soy ... el nico official estatal quin es un hombre de negocios.,0
Says Rick Perry said theres an administrator for every teacher in Texas public schools.,0
Its been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.,1
"The Congressional Budget Office most recently came out and analyzed the current (health care) plan and said that it was not only deficit-neutral, but also that over 10 years it would create a $6 billion surplus.",0
The health care reform bill is the largest tax increase in U.S. history.,0
More than 30 cents of every state tax dollar goes to Medicaid.,1
My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.,1
Congressman Duffy has long record of voting against VA backlog fixes.,0
There were fewer civilian casualties in Cambodia than there have been from American drone attacks.,0
Republican candidate for governor Nathan Deal explicitly voted to fund abortions ...,0
I won the majority of the Republican vote in both New Hampshire and South Carolina.,0
Says Ralph Hall is the oldest member in Congress ever.,0
"Under Barack Obama and the big government economy, the median wage for women has dropped $733.",0
Our kids cant openly celebrate Christmas or pray in school.,0
"Her opponent: zero times a judge, zero rulings, zero experience on the bench.",1
Less than four cents of every health care dollar is spent on prevention and public health.,1
Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,1
Says Pete Gallego went and lobbied after you fired him from Congress.,0
"But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week.",0
Americans invented the automobile.,0
"Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.",1
Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,1
Health care reform will not affect veterans' benefits.,1
Says Patrick Murphy advocated for cuts to Social Security and Medicare.,0
"Within a few years, we will be spending more on interest payments than on national security.",0
Says Ted Strickland admits his record on jobs and taxes is mixed and spotty.,0
"China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.",1
On the success of Cash for Clunkers,0
Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,1
A record number of immigrants not from Mexico are being apprehended at the border.,1
Social Security and Medicare are a Ponzi scheme.,0
The majority actually want single-payer health care.,0
Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.,0
Hillary Clinton believed NAFTA was a 'boon' to our economy.,0
"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",0
"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",0
"Who are the most consistently misinformed media viewers? Fox viewers, consistently, every poll.",0
"There are close to 900,000 unemployed veterans in America right now.",1
Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools.,0
Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.,0
Only 25 percent of what people buy is subject to Rhode Islands sales tax.,0
Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,1
Says 74 percent of small-business people believe that Obamacare is a bad idea.,0
"Texas has installed more wind power than any other state, and all but four countries.",1
"After President Barack Obamas health care law takes full effect, 100 percent of Americans will depend on some form of federal payment, some form of government benefit to help provide for them.",0
The sequester has already lost 1.6 million jobs.,0
"Arkansas Democratic congressional candidate Chad Causey was a Washington, D.C. bureaucrat.",0
Says Milken Institute rated San Antonio as nations top-performing local economy.,1
A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,1
Social science is irrefutable that children are better off being raised by a mom and a dad.,0
Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.,0
Says Gov. Chris Christie has embarked on a tour to demand that New Jerseys Democratic legislature approve an immediate tax cut that would disproportionately benefit the wealthiest.,0
"Currently, we're at 36 percent of our children born out of wedlock.",1
Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.,0
"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.",1
TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.,0
"Austin is number one in Texas in startups, venture capital and patents.",1
(Stimulus money) went to critically important projects like studying ants in Africa.,1
There used to be 16 workers for every one person on Social Security. ... Now its three.,1
"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.",1
Klein did not hold a single town hall meeting (on health care) where the general public was invited to ask questions or present their views.,0
"Wisconsins economy has tanked under Gov. Scott Walker andso far in 2015 over 6,685 people have been laid off, already more than in all of 2014.",0
"Holding up a BlackBerry, McCain campaign adviser says, ""youre looking at the miracle John McCain helped create.""",0
A lot of student loans are already refinanced by the federal government.,0
Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?,0
Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.,1
"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.",1
We must deal with the here and now and assure affordable fuel for America by increasing domestic production.,0
"For the past year, I was censored and muzzled.",0
"Middle-class families throughout America (would) have to pay $6,000 per year to pay for tax cuts for the wealthy.",0
"The Texas leg of the Keystone pipeline has already created 4,800 jobs in just the year its been up and running.",0
McCain opposed the border fence.,0
"I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.",0
Says over 90 percent of Travis Countys eligible residents have registered to vote.,1
"In the African-American community today, 68 percent of kids born are born out of wedlock.",1
On transparency in dealing with the Republican Party of Florida's financial issues.,0
More than 80 percent of Americans believe we need to have universal background checks.,1
On changing the rules for filibusters on presidential nominees,0
More children die in agricultural jobs than in any other industry.,1
Says rabid animals from other states carry different strains of rabies that Florida vaccines and serums dont affect.,0
We spent $223-million on a bridge in Alaska to an island with 50 people on it.,0
My wife is going to be the first Hispanic first lady in the history of Texas.,1
The health care law is the largest tax [increase] in the history of our country,0
A study ranked Florida No. 1 in government corruption under Gov. Rick Scott.,0
Nevada will be energy independent within the immediate future.,0
Says there were only about eight or 10 inflammatory sentences in his newsletters.,0
"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",1
"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.",1
Says tenure still exists but its been overhauled for teachers in New Jersey.,1
On the coal industry,0
Florida ranks 45th in the nation for tuition.,1
The debt comes up all the time in town meetings ... but its never asked in the debates. Its really weird. It hasnt been brought up.,0
"An annual income of $500,000 in Manhattan, believe it or not, is middle class.",0
"When I was speaker, we had four consecutive balanced budgets.",0
Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.,1
The Congressional Budget Office has found that (the stimulus) bill will lead to a real 0.1 to 0.3 percent reduction in gross domestic product by 2019.,0
Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,0
"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.",1
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",1
Democratic U.S. House candidate Julie Lassa pushed for a Canadian-style government takeover of health care.,0
Says Milwaukee County Executive Chris Abele once proposed a plan to end county funding to homeless shelters.,0
"Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.",0
Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,1
"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""",0
The problem with invasive species today in the Great Lakes isnt ballast water.,1
Dan Branch once lobbied for the AFL-CIO.,0
Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before The Wizard of Oz hit the movie theaters.,1
"Obamas Justice-designate Sotomayor threw out (the New Haven firefighters) lawsuit in a sneaky, unsigned opinion -- the judicial equivalent of talk to the hand.",0
"For the first time in 35 years, we have more businesses dying than we do starting.",1
"Say that under state law, systems development charges can only be spent on capital investment.",1
Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.,0
On resigning from the Texas Railroad Commission.,0
The 2013 immigration bill expanded President Obamas ability to bring Syrian refugees to this country without mandating any meaningful background checks.,0
Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,1
"We were promised (the stimulus) would provide 'green jobs' for Americans, but 80% of the $2 billion they spent on alternative energy went to purchase wind turbines built in China!",0
Federal employees are making twice as much as their private counterparts.,0
Latinos now make up the majority population in Texas.,0
"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",1
(I) helped to invent a system that saved over a billion dollars on welfare.,1
There are more words in the IRS code than there are in the Bible.,1
Most voters prefer zombies to the current U.S. Congress.,1
"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.",1
Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,1
Says President Barack Obama carried Congressional District 13 by 8.2 points in 2008 and 5.6 points in 2012.,0
"We are not producing jobs. We created 80,000 jobs last month. We dont talk about the jobs that we lost. The net of it all is that we lost jobs.",0
Were borrowing 40 cents of every dollar we spend.,1
Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,1
"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.",1
Refugees are subject to more rigorous screening than the average tourist in the U.S.,1
"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.",1
"In fact, 85 percent of Oregonians voted in 2008.",0
Says About 7 in 10 of Oregons inmates are in prison for violent crimes and serious sex offenses.,1
"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,1
Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,0
"When the Fair Tax becomes law, it will be like waving a magic wand releasing us from pain and unfairness.",0
Governor Carcieri has not been campaigning with me.,1
"Says U.S. Rep. Steve Daines, R-Mont., opposes a vote on his own legislation that he proposed just a few months ago.",0
"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",1
"Recent census data shows that the average American family spends over $13,000 a year for health care coverage.",0
I supported the surge when you didn't.,0
"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",0
Forty-three million Americans are on food stamps.,1
"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",1
"From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.",1
"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",1
Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,1
"Police officers in this state have that right, to check the immigration status of people they arrest.",1
Says Russ Feingold voted to give Social Security benefits to illegal immigrants,0
Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,1
Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.,0
"Donna Shalala left me with 12 million doses of smallpox vaccine and I created enough to vaccinate every man, woman and child against smallpox in America.",1
President Barack Obama shut down NASA space flights and turned the agency into a Muslim outreach department.,0
"Under the compromise tax agreement, 99.7% of American families will not pay 1 nickel in an estate tax.",1
Millennials are more pro-life than baby boomers and older Americans.,0
"The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.",1
"I had prostate cancer, five, six years ago. My chance of surviving prostate cancer, and thank God I was cured of it, in the United States, 82%. My chances of surviving prostate cancer in England, only 44% under socialized medicine.",0
"If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.",0
"Corporate profits are up, CEO pay is up, but average wages of Americans are flat.",1
Personal income is growing faster in Tennessee on average than any other state in the country.,0
Says Barack Obama has played nearly 100 rounds of golf as president.,1
Says the Army is spending $7 million to sponsor a NASCAR team.,1
Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.,1
The Democrats propose a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.,0
"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.",0
"As Houstons mayor, I helped our area lead the nation in job growth.",0
Neighbors of the San Bernardino shooters knew that they were talking about trying to take our country and attack it.,0
Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.,0
"When you look at the nearly 150 men and women who have served us on the Texas Supreme Court, more than half of them had zero prior judicial experience.",0
The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.,0
President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.,1
"Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.",0
"At the beginning of World War II, we had a relatively small army, smaller than Portugals.",1
Were within 600 miles of 60 percent of America. Were in a perfect location.,1
"State budget cuts for local schools resulted in nearly 4,000 educator layoffs",0
Says a gun bill before the Senate is proposing the universal registration of all firearms and their owners.,0
We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.,1
Georgia has recovered more than $60 million that was lost to Medicaid fraud,1
This is a test of the fact-checking widget.,0
"In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.",0
Only one president has ever cut Medicare for seniors in this country . . . Barack Obama.,0
Having a baby is aleading cause of poverty spells in the United States.,0
You have to get a license to fish on our beaches.,1
"Minnesotas advantage in economic growth has been having Republicans in charge of at least one part of government for all but two years, while Wisconsin Democrats for many years before 2011 controlled both legislative chambers and the governorship.",0
Rhode Island voters are moving away from the Democratic party to non-affiliation,0
"In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!",1
Says President Obama has doubled the deficit.,0
McCain has switched to Obama's position on more troops to Afghanistan.,1
"Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.",0
"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.",0
"On the question on the DREAM Act, no -- no to granting lower tuition to illegals.",0
On possibly raising the Social Security retirement age.,0
"The Republican-authored state budget includes a provision forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.",0
On a bipartisan task force on ways to improve fiscal policy.,0
"In the past three years, weve added enough new oil and gas pipeline to circle the Earth and then some.",1
"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",1
"When President Barack Obama said ISIS, or ISIL, was contained, he was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.",1
"Look, the earmarks have come down significantly, 75 percent.",0
Says 2010 was the worst year ever for Americas doctors reimbursed by Medicare.,0
Regulations have quadrupled. The rate of regulations quadrupled under this president.,0
You don't even have to go outside Obama's campaign to find advisers who are anti-Israel.,0
Two years after the worst recession most of us have ever known ... corporate profits are up.,1
"[R]emember, the president proposed eliminating charitable deductions for higher-income taxpayers.",0
"Says Mitt Romney had millions in the Cayman Islands, a tax haven.",1
There is already a mosque four blocks away.,1
He reformed welfare before others tried.,0
1.3-million people in America make their living off eBay.,0
Northern Virginia is the most heavily trafficked place in the country.,1
"Under a proposal by Rep. Paul Ryan, people on Medicare will only have $15,000 from the federal government to spend on their health care.",0
"A fairly limited number of people, 25 million to 30 million, will be allowed to access a national health insurance exchange.",1
Its been 17 years that weve had unemployment higher than the national average in Oregon.,1
"John McCain will keep the estate tax at 0 percent, the same as it is now.",0
"In 2010, Mr. [Anthony] Gemma described himself as a pro-life candidate. Now, he claims to be pro-choice.",1
Says Rick Scott has teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.,0
Theres not one Democrat who endorses the Romney-Ryan Medicare plan.,1
The United States death rate is two-and-a-half times higher for those who do not have a high school education.,1
Nearly 40 percent of his McAllen-area constituents suffer from obesity.,1
"Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.",1
"Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.",0
Signs letter saying Consumer Product Safety Commission is acting without consultation or input from the company to stop the sale of Buckyballs.,0
We arent the only state cutting back on public television.,1
There are countries in Africa where they have higher vaccination rates than here in the United States.,1
On support for the Bridge to Nowhere.,0
"For decades, the states gas tax has been among the highest in the nation.",1
Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.,1
Small businesses (are) going out of business in record numbers.,0
Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps.,1
U.S. Reps. John Barrow and Sanford Bishop and their fellow Democrats went on a spending spree and now their credit card is maxed out.,0
"Turkeys today weigh 29.8 pounds. In the 30s, they weighed 13.2 pounds.",1
"Amendments (Hillary Clinton) supported and voted for in 2006, she no longer supported in 2008, showing she changed positions on an India nuclear deal.",0
"Of $60 billion Congress approved in response to Hurricane Sandy, only 10 percent was for disaster relief.",0
The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take.,1
On public financing of his campaign.,0
"The mega-rich pay about 15 percent in taxes, while the middle class fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.",1
Wisconsin Gov. Scott Walkers estimate of a $3.6 billion state budget deficit is manufactured and a bogus figure.,0
"Children born today will carry a $30,000 share of the national debt.",1
A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.,1
"Among Syrian refugees, there arent that many women, there arent that many children.",0
The Buffett Rule will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.,1
Says Will Rasmussen supported a sales tax as recently as last spring.,0
One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies.,0
"The Texas Capitol faces South toward Goliad, in memory of the most horrific battle of the Texas Revolution.",0
On returning Republican campaign contributions.,0
Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.,0
"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math.",1
"Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.",1
"Says bus riders subsidize the expensive, romanticized Leander-to-Austin train.",0
We ... sold the state airplanes as I had promised.,1
Drilling for oil on the Outer Continental Shelf and in parts of Alaska will immediately reduce our dangerous dependence on foreign oil.,0
"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons.",1
Says our deficits are falling at the fastest rate in 60 years.,1
"Just days ago, Irans Supreme Leader (Ali) Khamenei, who will oversee implementation of this agreement, was calling Israel a rabid dog and accusing the United States of war crimes.",1
Let me say that I dont think (Bernie Sanders has) had a single negative ad ever run against him.,0
"Attorney General McCollum, Speaker-Designate Cannon, Senate President-Designate Haridopolos and I stood up to Governor Crist and worked to remove Jim Greer as Chairman because of his mismanagement of the party.",1
On his definition of takers and makers,0
Says Terry McAuliffe opposes Virginias right-to-work law.,0
The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.,1
Phoenix is already one of the kidnapping capitals of the world.,0
The majority last quarter of Sherrod Browns campaign contributions came from outside of the state of Ohio.,0
"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.",0
Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.,1
The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave.,0
Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.,1
Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children regardless of whether that child is seven or 20 years old at bars and restaurants.,0
"As Massachusetts governor, Mitt Romney used a line-item veto to cut millions of dollars for firefighting equipment, including firefighters coats, pants, helmets and boots.",1
"On how he measures his promise to create 700,000 private-sector jobs in seven years.",0
This guy didn't even support Ronald Reagan.,1
"To get out of the (teachers) union, you pay 85 percent of $731. Then youre out of the union, but youve got to pay it every year, also required by statute. Thats called a representation fee.",1
Were the only system of federalism in the world.,0
"Hillary's main extracurricular activity in law school was helping the Black Panthers, on trial in Connecticut for torturing and killing a federal agent.",0
"The day President Obama took office, gasoline was $1.79 a gallon.",1
Says students who receive free or reduced lunch are performing just as well as students who do not.,0
I never once asked that (Megyn Kelly) be removed as a debate moderator.,0
"In Wisconsin, more than 300,000 people have some kind of addictive gambling problem, whether its pathological or what wed categorize as a problem gambler.",0
We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone.,0
The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011.,1
The top25 hedge fund managers (are) making more than all of Americas kindergarten teachers combined.,1
"Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing when they were the majority.",0
"Vice President Joe Biden's meeting ""with the transparency and accountability board . . . was closed to the public.""",0
Says she wiped out the state Agriculture Departments inspections of eggs at retail sites like grocery stores.,0
Texas spends more per day to house an inmate than we do on a student.,1
"If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.",1
"Says his GOP challenger, Doug MacGinnitie, ""hadnt voted in a Republican primary for almost 20 years until 2008.",0
I don't think that Rudy or Fred or John McCain support the marriage amendment.,1
"John McCain refuses to support a new bipartisan energy bill ""because it would take away tax breaks from oil companies like Exxon Mobil.""",0
Wisconsins dead last in Midwest job growth.,1
The law has not established whether Rhode Island public employees have property rights to their pensions.,1
"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.",1
Says he faced a record budget deficit in Virginia in 2014.,0
"Nearly half of Hispanic voters in Arizona's last election supported four measures that were ""very tough on illegal immigration.""",1
"Obamacare means that for up to 20 million Americans, they will lose the insurance they currently have, the insurance that they like and they want to keep.",0
"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.",1
Debt has almost doubled in Austin under Gov. Perry.,1
"Under last years health care reform, a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",0
There has been no net global warming for over a decade now.,0
This race will be the Democrats top target this November.,0
"As a result of Obamacare, California seniors face benefit cuts of over $1,700.",0
"For the first time since the Korean War, total federal spending has gone down for two years in a row.",1
On lifting the U.S. Cuban embargo and allowing travel to Cuba.,0
Says Having organizations parading as being social welfare organizations and then being involved in the political combat harkens back to why the statute a hundred years ago said that they were prohibited.,0
"Says when armed civilians stop mass shootings with guns, an average of 2.5 people die; otherwise, an average of 18 people die.",0
Says Tennessee is providing millions of dollars to virtual school company for results at the bottom of the bottom.,1
"The health care reform plan would set limits similar to the socialized system in Britain, where people are allowed to die if their treatment would cost more than $22,000.",0
Says Donald Trump started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans.,1
"Says 21,000 Wisconsin residents got jobs in 2011, but 18,000 of them were in other states.",0
"The median income of a middle class family went down $2,100 from 2001 to 2007.",1
Georgia has had Êºmore bank failures than any other state.Êº,1
Amendment 1 protects Florida seniors from scams and rip-offs.,0
"If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.",0
Says he did not say Republicans would filibuster immigration reform.,0
"In the month of January, Canada created more new jobs than we did.",1
Says President Obama just granted all of Congress an exception to Obamacare.,0
"Bill McCollumhas ""recovered $200 million in Medicaid fraud.""",1
Tim Kaine urged$500 billion in Medicare cuts.,0
"Over 3 million Americans are employed in the growing green-collar workforce, which is more than the number of people working in the fossil fuel industry.",1
"Were. . . keeping and creating jobs in our state. From American Greetings, to Wendys, to Diebold, weve gone to their doorsteps to keep jobs right here in Ohio.",1
"Obama for President and Baldwin for Senate have kept their campaign offices up and running in Fox Valley, Eau Claire and La Crosse with their staffs preparing for the next battle.",0
"From 2003 to 2006, Sesame Street made more than $211 million from toy and consumer product sales.",1
"The federal government is going after school districts, trying to force them to let boys shower with little girls.",0
"(Dennis) Richardson wants to make drastic cuts to services we depend on: schools, home care for seniors, even public safety -- all so Richardson can keep more than $440 million in unspent funds for his political priorities.",0
The U.S. Supreme Court is five guys who start determining what contraceptions are legal.,0
"The USAFreedom Act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.",0
You can import as many hemp products into this country as you want...but we cant grow it.,1
We spend more money on antacids than we do on politics.,0
Social Security is a Ponzi scheme.,0
Jeff Greene can buy anything ... he owns two mansions.,1
I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS.,0
President Obama once said he wants everybody in America to go to college.,0
Ed Gillespie would not mention (Donald Trumps) name unless he was condemning him.,0
One of the main functions of the Department of Homeland Securitys SAVE database is checking voter registration citizenship status.,0
"The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.",1
Says George Washington said a free people should be armed to guard against government tyranny.,0
"Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.",1
Says a Republican hasnt won [an election] for a presidency in New Jersey since 1988.,1
"Despite having their budget increased by over 40 percent since 2009 pending claims for benefits with the (Department of Veterans Affairs) have increased from 391,000 to 890,000 under the Obama Administration.",1
"U.S. Rep. John Barrow, D-Ga., does not want to audit the Federal Reserve.",0
This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,0
"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding.",1
Says Gov. Scott Walker approved a gutting of two tax credits that help the poor and elderly.,0
"The photonics bill that was sponsored in Congress and written, was written by Congressman Tom Reed, not Congresswoman Louise Slaughter.",0
"McCain ""said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.""",1
Says most Texas schools spend 45 out of 180 school days in mandated testing.,0
We were the last flag flying in Benghazi.,0
The cost for renovating the headquarters of the U.N. has doubled from the original estimate.,1
There have been three people tried and convicted by the last administration in military courts. Two are walking the street right now.,1
The budget currently being debated significantly decreases the use of one-time resources.,1
"Says Ted Strickland in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I dont know where he is on this issue.",1
Says new Medicare billing guidelines have nine codes for (injuries by) turkeys.,1
Says Virginia Del. Mark Cole wants schools to check childrens genitals before using bathroom.,0
A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.,0
Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.,0
One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.,1
I never had a filibuster-proof Senate.,1
Say Michelle Obama mandates weighing children in day care.,0
On high-speed rail.,0
Every student paying out-of-state tuition actually covers more than the cost of instruction.,1
Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns,0
Decriminalizing marijuana will save the state anywhere from $4 (million) to $11 million dollars.,0
Says there are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,1
The Massachusetts health care plan is wildly unpopular among state residents.,0
